"hour","offshore","onshore","pv","river","lake","biogas","gas","phs1","phs2","battery","hydrogen","methanation","demand","Pump1","Pump2","ElecStr","H2","CH4","Bat_SOC","PHS1_SOC","PHS2_SOC","H2_SOC","CH4_SOC","elec_price","gas_price"
"52",1.3435445368,1.0791343E+1,0.0000000000,2.5437532500,0.0000000000,0.0000000000,3.1113656E+1,2.7000000000,0.0000000000,0.0000000000,0.0000000000,3.1113656E+1,4.8492298E+1,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.1772810E+2,4.8600000E+1,8.0711111111,0.0000000000,2.6558382E+3,1.4333886E+2,1.4333886E+2
"53",1.3007413410,1.0905681E+1,0.0000000000,2.4024336000,1.2855000E+1,0.0000000000,1.9035305E+1,2.7000000000,0.0000000000,0.0000000000,0.0000000000,1.9035305E+1,4.9199161E+1,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.1772810E+2,4.5600000E+1,8.0711111111,0.0000000000,2.5866967E+3,1.4333886E+2,1.4333886E+2
"54",1.2626940670,1.0902986E+1,0.0000000000,2.3598134250,0.0000000000,0.0000000000,3.3003845E+1,2.7000000000,0.0000000000,0.0000000000,0.0000000000,3.3003845E+1,5.0229338E+1,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.1772810E+2,4.2600000E+1,8.0711111111,0.0000000000,2.5443960E+3,1.4333886E+2,1.4333886E+2
"55",1.4101272747,1.1063965E+1,2.3193102187,2.3979473250,0.0000000000,3.5761521E+1,3.5761521E+1,2.7000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,5.5652871E+1,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.1772810E+2,3.9600000E+1,8.0711111111,0.0000000000,2.4710541E+3,1.4333886E+2,1.4333886E+2
"56",1.6051195665,1.0714287E+1,1.8585548E+1,2.7119909250,0.0000000000,2.3573935E+1,2.3573935E+1,2.7000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,5.9890881E+1,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.1772810E+2,3.6600000E+1,8.0711111111,0.0000000000,2.4710541E+3,1.4333886E+2,1.4333886E+2
"57",1.7834661906,1.0149933E+1,3.6521938E+1,3.0193050000,0.0000000000,0.0000000000,1.1254758E+1,2.7000000000,0.0000000000,0.0000000000,0.0000000000,1.1254758E+1,6.5429401E+1,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.1772810E+2,3.3600000E+1,8.0711111111,0.0000000000,2.4710541E+3,1.4333886E+2,1.4333886E+2
"58",1.9618128146,1.0556458E+1,4.9549397E+1,3.3984005250,0.0000000000,0.0000000000,1.3097620812,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.3097620812,6.6775831E+1,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.1772810E+2,3.0600000E+1,8.0711111111,0.0000000000,2.4460436E+3,1.4333886E+2,1.4333886E+2
"59",2.3660651470,1.1133569E+1,5.6416905E+1,3.5606563500,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,7.3243613E+1,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.1772810E+2,3.0600000E+1,8.0711111111,0.0000000000,2.4431330E+3,1.2255472E+2,1.2255472E+2
"60",2.8487899965,1.1746416E+1,5.5958298E+1,3.5187839250,0.0000000000,0.0000000000,2.8031603836,0.0000000000,0.0000000000,0.0000000000,0.0000000000,2.8031603836,7.6875449E+1,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.1772810E+2,3.0600000E+1,8.2930145902,0.0000000000,2.4431330E+3,1.4333886E+2,1.4333886E+2
"61",3.1912155127,1.2134457E+1,4.7983529E+1,3.5546745750,0.0000000000,0.0000000000,6.9408442558,2.7000000000,0.0000000000,0.0000000000,0.0000000000,6.9408442558,7.6504721E+1,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.1772810E+2,3.0600000E+1,8.2930145902,0.0000000000,2.4369037E+3,1.4333886E+2,1.4333886E+2
